rec_id_jahr_wk,UUID,jahr,Nr,Gebiet,gehört zu,Kategorie,Name_Kategorie,Erst-Stimmen,Zweit-Stimmen
,2017-00250,2017,006,Plön – Neumünster,BL-01,Organisation,Ökologisch-Demokratische Partei,0,0
,2017-00251,2017,006,Plön – Neumünster,BL-01,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,1342
,2017-00252,2017,006,Plön – Neumünster,BL-01,Organisation,Bayernpartei,0,0
,2017-00253,2017,006,Plön – Neumünster,BL-01,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-00254,2017,006,Plön – Neumünster,BL-01,Organisation,Partei der Vernunft,0,0
,2017-00255,2017,006,Plön – Neumünster,BL-01,Organisation,Marxistisch-Leninistische Partei Deutschlands,0,61
,2017-00256,2017,006,Plön – Neumünster,BL-01,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-00257,2017,006,Plön – Neumünster,BL-01,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-00258,2017,006,Plön – Neumünster,BL-01,Organisation,DIE RECHTE,0,0
,2017-00259,2017,006,Plön – Neumünster,BL-01,Organisation,Allianz Deutscher Demokraten,0,0
,2017-00260,2017,006,Plön – Neumünster,BL-01,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-00261,2017,006,Plön – Neumünster,BL-01,Organisation,"bergpartei, die überpartei",0,0
,2017-00262,2017,006,Plön – Neumünster,BL-01,Organisation,Bündnis Grundeinkommen,0,411
,2017-00263,2017,006,Plön – Neumünster,BL-01,Organisation,DEMOKRATIE IN BEWEGUNG,0,0
,2017-00264,2017,006,Plön – Neumünster,BL-01,Organisation,Deutsche Kommunistische Partei,0,0
,2017-00265,2017,006,Plön – Neumünster,BL-01,Organisation,Deutsche Mitte,0,0
,2017-00266,2017,006,Plön – Neumünster,BL-01,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-00267,2017,006,Plön – Neumünster,BL-01,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-00268,2017,006,Plön – Neumünster,BL-01,Organisation,Magdeburger Gartenpartei,0,0
,2017-00269,2017,006,Plön – Neumünster,BL-01,Organisation,Menschliche Welt,0,0
,2017-00270,2017,006,Plön – Neumünster,BL-01,Organisation,Partei der Humanisten,0,0
,2017-00271,2017,006,Plön – Neumünster,BL-01,Organisation,Partei für Gesundheitsforschung,0,0
,2017-00272,2017,006,Plön – Neumünster,BL-01,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,0
,2017-00273,2017,006,Plön – Neumünster,BL-01,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-00274,2017,006,Plön – Neumünster,BL-01,Organisation,DIE EINHEIT,0,0
,2017-00275,2017,006,Plön – Neumünster,BL-01,Organisation,Die Violetten,0,0
,2017-00276,2017,006,Plön – Neumünster,BL-01,Organisation,Familien-Partei Deutschlands,0,0
,2017-00277,2017,006,Plön – Neumünster,BL-01,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-00278,2017,006,Plön – Neumünster,BL-01,Organisation,Mieterpartei,0,0
,2017-00279,2017,006,Plön – Neumünster,BL-01,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-00280,2017,006,Plön – Neumünster,BL-01,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-00281,2017,006,Plön – Neumünster,BL-01,Organisation,Übrige,0,0
2017-007,2017-00282,2017,007,Pinneberg,BL-01,Statistik,Wahlberechtigte,238533,238533
,2017-00283,2017,007,Pinneberg,BL-01,Statistik,Wähler,187715,187715
,2017-00284,2017,007,Pinneberg,BL-01,Statistik,Ungültige,1620,1343
,2017-00285,2017,007,Pinneberg,BL-01,Statistik,Gültige,186095,186372
,2017-00286,2017,007,Pinneberg,BL-01,Organisation,Christlich Demokratische Union Deutschlands,73816,63863
,2017-00287,2017,007,Pinneberg,BL-01,Organisation,Sozialdemokratische Partei Deutschlands,56460,42729
,2017-00288,2017,007,Pinneberg,BL-01,Organisation,DIE LINKE,11270,13111
,2017-00289,2017,007,Pinneberg,BL-01,Organisation,BÜNDNIS 90/DIE GRÜNEN,15379,21336
,2017-00290,2017,007,Pinneberg,BL-01,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-00291,2017,007,Pinneberg,BL-01,Organisation,Freie Demokratische Partei,14441,24735
,2017-00292,2017,007,Pinneberg,BL-01,Organisation,Alternative für Deutschland,14729,15977
,2017-00293,2017,007,Pinneberg,BL-01,Organisation,Piratenpartei Deutschland,0,0
,2017-00294,2017,007,Pinneberg,BL-01,Organisation,Nationaldemokratische Partei Deutschlands,0,446
,2017-00295,2017,007,Pinneberg,BL-01,Organisation,FREIE WÄHLER,0,954
,2017-00296,2017,007,Pinneberg,BL-01,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,0
,2017-00297,2017,007,Pinneberg,BL-01,Organisation,Ökologisch-Demokratische Partei,0,0
,2017-00298,2017,007,Pinneberg,BL-01,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,2200
,2017-00299,2017,007,Pinneberg,BL-01,Organisation,Bayernpartei,0,0
,2017-00300,2017,007,Pinneberg,BL-01,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-00301,2017,007,Pinneberg,BL-01,Organisation,Partei der Vernunft,0,0
,2017-00302,2017,007,Pinneberg,BL-01,Organisation,Marxistisch-Leninistische Partei Deutschlands,0,52
,2017-00303,2017,007,Pinneberg,BL-01,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-00304,2017,007,Pinneberg,BL-01,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-00305,2017,007,Pinneberg,BL-01,Organisation,DIE RECHTE,0,0
,2017-00306,2017,007,Pinneberg,BL-01,Organisation,Allianz Deutscher Demokraten,0,0
,2017-00307,2017,007,Pinneberg,BL-01,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-00308,2017,007,Pinneberg,BL-01,Organisation,"bergpartei, die überpartei",0,0
,2017-00309,2017,007,Pinneberg,BL-01,Organisation,Bündnis Grundeinkommen,0,541
,2017-00310,2017,007,Pinneberg,BL-01,Organisation,DEMOKRATIE IN BEWEGUNG,0,0
,2017-00311,2017,007,Pinneberg,BL-01,Organisation,Deutsche Kommunistische Partei,0,0
,2017-00312,2017,007,Pinneberg,BL-01,Organisation,Deutsche Mitte,0,0
,2017-00313,2017,007,Pinneberg,BL-01,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-00314,2017,007,Pinneberg,BL-01,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-00315,2017,007,Pinneberg,BL-01,Organisation,Magdeburger Gartenpartei,0,0
,2017-00316,2017,007,Pinneberg,BL-01,Organisation,Menschliche Welt,0,0
,2017-00317,2017,007,Pinneberg,BL-01,Organisation,Partei der Humanisten,0,0
,2017-00318,2017,007,Pinneberg,BL-01,Organisation,Partei für Gesundheitsforschung,0,0
,2017-00319,2017,007,Pinneberg,BL-01,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,0
,2017-00320,2017,007,Pinneberg,BL-01,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-00321,2017,007,Pinneberg,BL-01,Organisation,DIE EINHEIT,0,0
,2017-00322,2017,007,Pinneberg,BL-01,Organisation,Die Violetten,0,0
,2017-00323,2017,007,Pinneberg,BL-01,Organisation,Familien-Partei Deutschlands,0,0
,2017-00324,2017,007,Pinneberg,BL-01,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-00325,2017,007,Pinneberg,BL-01,Organisation,Mieterpartei,0,0
,2017-00326,2017,007,Pinneberg,BL-01,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-00327,2017,007,Pinneberg,BL-01,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-00328,2017,007,Pinneberg,BL-01,Organisation,Übrige,0,0
2017-008,2017-00329,2017,008,Segeberg – Stormarn-Mitte,BL-01,Statistik,Wahlberechtigte,247296,247296
,2017-00330,2017,008,Segeberg – Stormarn-Mitte,BL-01,Statistik,Wähler,193280,193280
,2017-00331,2017,008,Segeberg – Stormarn-Mitte,BL-01,Statistik,Ungültige,1508,1335
,2017-00332,2017,008,Segeberg – Stormarn-Mitte,BL-01,Statistik,Gültige,191772,191945
,2017-00333,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Christlich Demokratische Union Deutschlands,78824,66367
,2017-00334,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Sozialdemokratische Partei Deutschlands,52434,43027
,2017-00335,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,DIE LINKE,10838,13237
,2017-00336,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,BÜNDNIS 90/DIE GRÜNEN,16004,21010
,2017-00337,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-00338,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Freie Demokratische Partei,15617,26043
,2017-00339,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Alternative für Deutschland,15682,17166
,2017-00340,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Piratenpartei Deutschland,0,0
,2017-00341,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Nationaldemokratische Partei Deutschlands,0,463
,2017-00342,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,FREIE WÄHLER,2373,1532
,2017-00343,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,0
,2017-00344,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Ökologisch-Demokratische Partei,0,0
,2017-00345,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,2136
,2017-00346,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Bayernpartei,0,0
,2017-00347,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-00348,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Partei der Vernunft,0,0
,2017-00349,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Marxistisch-Leninistische Partei Deutschlands,0,69
,2017-00350,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-00351,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-00352,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,DIE RECHTE,0,0
,2017-00353,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Allianz Deutscher Demokraten,0,0
,2017-00354,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-00355,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,"bergpartei, die überpartei",0,0
,2017-00356,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Bündnis Grundeinkommen,0,503
,2017-00357,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,DEMOKRATIE IN BEWEGUNG,0,0
,2017-00358,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Deutsche Kommunistische Partei,0,0
,2017-00359,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Deutsche Mitte,0,0
,2017-00360,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-00361,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-00362,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Magdeburger Gartenpartei,0,0
,2017-00363,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Menschliche Welt,0,0
,2017-00364,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Partei der Humanisten,0,0
,2017-00365,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Partei für Gesundheitsforschung,0,0
,2017-00366,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,0
,2017-00367,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-00368,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,DIE EINHEIT,0,0
,2017-00369,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Die Violetten,0,0
,2017-00370,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Familien-Partei Deutschlands,0,0
,2017-00371,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-00372,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Mieterpartei,0,0
,2017-00373,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-00374,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-00375,2017,008,Segeberg – Stormarn-Mitte,BL-01,Organisation,Übrige,0,0
2017-009,2017-00376,2017,009,Ostholstein – Stormarn-Nord,BL-01,Statistik,Wahlberechtigte,181522,181522
,2017-00377,2017,009,Ostholstein – Stormarn-Nord,BL-01,Statistik,Wähler,138439,138439
,2017-00378,2017,009,Ostholstein – Stormarn-Nord,BL-01,Statistik,Ungültige,1150,1144
,2017-00379,2017,009,Ostholstein – Stormarn-Nord,BL-01,Statistik,Gültige,137289,137295
,2017-00380,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Christlich Demokratische Union Deutschlands,56996,48898
,2017-00381,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Sozialdemokratische Partei Deutschlands,42232,33764
,2017-00382,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,DIE LINKE,6062,8303
,2017-00383,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,BÜNDNIS 90/DIE GRÜNEN,9539,13493
,2017-00384,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-00385,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Freie Demokratische Partei,10047,18147
,2017-00386,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Alternative für Deutschland,10790,11782
,2017-00387,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Piratenpartei Deutschland,0,0
,2017-00388,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Nationaldemokratische Partei Deutschlands,0,301
,2017-00389,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,FREIE WÄHLER,1117,870
,2017-00390,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,0
,2017-00391,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Ökologisch-Demokratische Partei,0,0
,2017-00392,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,1205
,2017-00393,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Bayernpartei,0,0
,2017-00394,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-00395,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Partei der Vernunft,0,0
,2017-00396,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Marxistisch-Leninistische Partei Deutschlands,0,42
,2017-00397,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-00398,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-00399,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,DIE RECHTE,0,0
,2017-00400,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Allianz Deutscher Demokraten,0,0
,2017-00401,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-00402,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,"bergpartei, die überpartei",0,0
,2017-00403,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Bündnis Grundeinkommen,0,311
,2017-00404,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,DEMOKRATIE IN BEWEGUNG,0,0
,2017-00405,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Deutsche Kommunistische Partei,0,0
,2017-00406,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Deutsche Mitte,0,0
,2017-00407,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-00408,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-00409,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Magdeburger Gartenpartei,0,0
,2017-00410,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Menschliche Welt,0,0
,2017-00411,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Partei der Humanisten,0,0
,2017-00412,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Partei für Gesundheitsforschung,0,0
,2017-00413,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,0
,2017-00414,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-00415,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,DIE EINHEIT,0,0
,2017-00416,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Die Violetten,0,0
,2017-00417,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Familien-Partei Deutschlands,506,0
,2017-00418,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-00419,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Mieterpartei,0,0
,2017-00420,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-00421,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-00422,2017,009,Ostholstein – Stormarn-Nord,BL-01,Organisation,Übrige,0,0
2017-010,2017-00423,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Statistik,Wahlberechtigte,244930,244930
,2017-00424,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Statistik,Wähler,193334,193334
,2017-00425,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Statistik,Ungültige,1569,1363
,2017-00426,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Statistik,Gültige,191765,191971
,2017-00427,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,Christlich Demokratische Union Deutschlands,75737,66031
,2017-00428,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,Sozialdemokratische Partei Deutschlands,52171,42815
,2017-00429,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,DIE LINKE,9785,12480
,2017-00430,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,BÜNDNIS 90/DIE GRÜNEN,18688,20826
,2017-00431,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-00432,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,Freie Demokratische Partei,15775,26163
,2017-00433,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,Alternative für Deutschland,17435,18792
,2017-00434,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,Piratenpartei Deutschland,0,0
,2017-00435,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,Nationaldemokratische Partei Deutschlands,0,492
,2017-00436,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,FREIE WÄHLER,2174,1264
,2017-00437,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,0
,2017-00438,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,Ökologisch-Demokratische Partei,0,0
,2017-00439,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,2110
,2017-00440,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,Bayernpartei,0,0
,2017-00441,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-00442,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,Partei der Vernunft,0,0
,2017-00443,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,Marxistisch-Leninistische Partei Deutschlands,0,51
,2017-00444,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-00445,2017,010,Herzogtum Lauenburg – Stormarn-Süd,BL-01,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
